COCO_train2014_000000262145.jpg,COCO_train2014_000000262145.txt
COCO_train2014_000000262146.jpg,COCO_train2014_000000262146.txt
COCO_train2014_000000524291.jpg,COCO_train2014_000000524291.txt
COCO_train2014_000000393223.jpg,COCO_train2014_000000393223.txt
COCO_train2014_000000393224.jpg,COCO_train2014_000000393224.txt
COCO_train2014_000000524297.jpg,COCO_train2014_000000524297.txt
COCO_train2014_000000393227.jpg,COCO_train2014_000000393227.txt
COCO_train2014_000000131084.jpg,COCO_train2014_000000131084.txt
COCO_train2014_000000393230.jpg,COCO_train2014_000000393230.txt
COCO_train2014_000000524311.jpg,COCO_train2014_000000524311.txt
COCO_train2014_000000393241.jpg,COCO_train2014_000000393241.txt
COCO_train2014_000000524314.jpg,COCO_train2014_000000524314.txt
COCO_train2014_000000262171.jpg,COCO_train2014_000000262171.txt
COCO_train2014_000000131101.jpg,COCO_train2014_000000131101.txt
COCO_train2014_000000524317.jpg,COCO_train2014_000000524317.txt
COCO_train2014_000000524320.jpg,COCO_train2014_000000524320.txt
COCO_train2014_000000393251.jpg,COCO_train2014_000000393251.txt
COCO_train2014_000000524325.jpg,COCO_train2014_000000524325.txt
COCO_train2014_000000262191.jpg,COCO_train2014_000000262191.txt
COCO_train2014_000000000049.jpg,COCO_train2014_000000000049.txt
COCO_train2014_000000524338.jpg,COCO_train2014_000000524338.txt
COCO_train2014_000000393268.jpg,COCO_train2014_000000393268.txt
COCO_train2014_000000131127.jpg,COCO_train2014_000000131127.txt
COCO_train2014_000000000061.jpg,COCO_train2014_000000000061.txt
COCO_train2014_000000262207.jpg,COCO_train2014_000000262207.txt
COCO_train2014_000000393290.jpg,COCO_train2014_000000393290.txt
COCO_train2014_000000262221.jpg,COCO_train2014_000000262221.txt
COCO_train2014_000000524366.jpg,COCO_train2014_000000524366.txt
COCO_train2014_000000000077.jpg,COCO_train2014_000000000077.txt
COCO_train2014_000000000086.jpg,COCO_train2014_000000000086.txt
COCO_train2014_000000524375.jpg,COCO_train2014_000000524375.txt
COCO_train2014_000000393306.jpg,COCO_train2014_000000393306.txt
COCO_train2014_000000262238.jpg,COCO_train2014_000000262238.txt
COCO_train2014_000000262239.jpg,COCO_train2014_000000262239.txt
COCO_train2014_000000131172.jpg,COCO_train2014_000000131172.txt
COCO_train2014_000000393317.jpg,COCO_train2014_000000393317.txt
COCO_train2014_000000131174.jpg,COCO_train2014_000000131174.txt
COCO_train2014_000000000109.jpg,COCO_train2014_000000000109.txt
COCO_train2014_000000000110.jpg,COCO_train2014_000000000110.txt
COCO_train2014_000000000113.jpg,COCO_train2014_000000000113.txt
COCO_train2014_000000524401.jpg,COCO_train2014_000000524401.txt
COCO_train2014_000000262260.jpg,COCO_train2014_000000262260.txt
COCO_train2014_000000393333.jpg,COCO_train2014_000000393333.txt
COCO_train2014_000000131197.jpg,COCO_train2014_000000131197.txt
COCO_train2014_000000000127.jpg,COCO_train2014_000000000127.txt
COCO_train2014_000000262273.jpg,COCO_train2014_000000262273.txt
COCO_train2014_000000524420.jpg,COCO_train2014_000000524420.txt
COCO_train2014_000000131208.jpg,COCO_train2014_000000131208.txt
COCO_train2014_000000131211.jpg,COCO_train2014_000000131211.txt
COCO_train2014_000000524428.jpg,COCO_train2014_000000524428.txt
COCO_train2014_000000262286.jpg,COCO_train2014_000000262286.txt
COCO_train2014_000000131215.jpg,COCO_train2014_000000131215.txt
COCO_train2014_000000000149.jpg,COCO_train2014_000000000149.txt
COCO_train2014_000000000151.jpg,COCO_train2014_000000000151.txt
COCO_train2014_000000131225.jpg,COCO_train2014_000000131225.txt
COCO_train2014_000000262299.jpg,COCO_train2014_000000262299.txt
COCO_train2014_000000393375.jpg,COCO_train2014_000000393375.txt
COCO_train2014_000000524453.jpg,COCO_train2014_000000524453.txt
COCO_train2014_000000000165.jpg,COCO_train2014_000000000165.txt
COCO_train2014_000000393384.jpg,COCO_train2014_000000393384.txt
COCO_train2014_000000131245.jpg,COCO_train2014_000000131245.txt
COCO_train2014_000000524467.jpg,COCO_train2014_000000524467.txt
COCO_train2014_000000524470.jpg,COCO_train2014_000000524470.txt
COCO_train2014_000000524476.jpg,COCO_train2014_000000524476.txt
COCO_train2014_000000262335.jpg,COCO_train2014_000000262335.txt
COCO_train2014_000000262336.jpg,COCO_train2014_000000262336.txt
COCO_train2014_000000524486.jpg,COCO_train2014_000000524486.txt
COCO_train2014_000000000201.jpg,COCO_train2014_000000000201.txt
COCO_train2014_000000393418.jpg,COCO_train2014_000000393418.txt
COCO_train2014_000000393419.jpg,COCO_train2014_000000393419.txt
COCO_train2014_000000131277.jpg,COCO_train2014_000000131277.txt
COCO_train2014_000000131279.jpg,COCO_train2014_000000131279.txt
COCO_train2014_000000393428.jpg,COCO_train2014_000000393428.txt
COCO_train2014_000000262359.jpg,COCO_train2014_000000262359.txt
COCO_train2014_000000393438.jpg,COCO_train2014_000000393438.txt
COCO_train2014_000000393442.jpg,COCO_train2014_000000393442.txt
COCO_train2014_000000131299.jpg,COCO_train2014_000000131299.txt
COCO_train2014_000000524522.jpg,COCO_train2014_000000524522.txt
COCO_train2014_000000524525.jpg,COCO_train2014_000000524525.txt
COCO_train2014_000000131315.jpg,COCO_train2014_000000131315.txt
COCO_train2014_000000262389.jpg,COCO_train2014_000000262389.txt
COCO_train2014_000000393464.jpg,COCO_train2014_000000393464.txt
